State,District,Year,Crop,Annual_Rainfall_mm,Avg_Market_Price,ΣΚ (mg/kg),ΣΝ (mg/kg),ΣΡ (mg/kg),ΣΡΗ,Soil_Type,Yield_Ton_per_Ha,Profitability_Score
Haryana,District C,2017,Sugarcane,1268.9,2987.7,444.2,168.44,163.92,7.24,Clay,4.12,41.91
Haryana,District C,2017,Cotton,525.4,3142.31,209.48,176.51,80.55,7.68,Sandy,9.7,16.01
Haryana,District C,2018,Wheat,1681.0,5928.74,107.96,224.76,65.52,5.62,Loamy,9.3,66.63
Haryana,District C,2018,Rice,853.5,5525.35,173.71,103.27,68.79,6.41,Sandy,7.42,92.62
Haryana,District C,2018,Maize,632.7,5794.66,468.53,63.5,84.86,7.94,Clay,4.89,97.93
Haryana,District C,2018,Sugarcane,632.9,5650.04,292.09,205.94,169.43,6.58,Silty,6.26,99.7
Haryana,District C,2018,Cotton,1183.8,4869.72,366.89,297.86,148.38,5.99,Silty,6.57,14.37
Haryana,District C,2019,Wheat,1283.6,1532.49,226.64,219.3,107.13,8.43,Silty,5.9,15.44
Haryana,District C,2019,Rice,876.5,4823.18,422.43,119.82,86.24,5.73,Peaty,7.52,90.8
Haryana,District C,2019,Maize,853.5,5587.16,223.79,294.1,70.63,8.36,Sandy,4.5,94.03
Haryana,District C,2019,Sugarcane,1140.7,3996.12,132.13,247.54,96.1,7.9,Sandy,8.08,97.39
Haryana,District C,2019,Cotton,589.4,5156.05,220.28,187.69,72.22,7.34,Peaty,1.8,69.4
Haryana,District C,2020,Wheat,749.6,5038.65,200.02,154.26,83.08,8.08,Loamy,6.09,14.21
Haryana,District C,2020,Rice,1557.2,5572.85,273.84,172.02,186.94,7.06,Loamy,5.78,20.13
Haryana,District C,2020,Maize,927.0,4943.19,288.14,129.34,132.07,7.46,Silty,7.67,59.94
Haryana,District C,2020,Sugarcane,586.4,4998.51,253.23,132.6,100.65,6.54,Silty,6.41,60.63
Haryana,District C,2020,Cotton,1047.5,5570.13,301.29,166.2,199.55,6.98,Loamy,5.62,81.4
Haryana,District C,2021,Wheat,1665.3,5048.62,383.21,113.55,175.18,8.18,Clay,8.43,14.27
Haryana,District C,2021,Rice,964.3,4060.98,198.4,174.29,165.68,6.91,Silty,1.46,74.55
Haryana,District C,2021,Maize,1258.0,4414.69,301.06,172.95,50.92,6.34,Clay,2.76,97.3
Haryana,District C,2021,Sugarcane,729.7,2711.72,336.24,202.54,47.72,7.88,Silty,9.55,7.24
Haryana,District C,2021,Cotton,942.9,2370.95,321.54,145.7,48.31,7.43,Clay,3.47,47.98
Haryana,District C,2022,Wheat,1618.6,2423.72,217.16,136.53,154.41,8.04,Silty,8.54,15.28
Haryana,District C,2022,Rice,624.4,4387.99,288.77,276.97,85.37,6.36,Loamy,5.1,34.44
Haryana,District C,2022,Maize,1540.6,4918.03,441.19,293.21,68.0,7.65,Clay,6.52,94.5
Haryana,District C,2022,Sugarcane,572.4,1504.6,340.07,121.02,178.5,6.48,Loamy,5.13,25.18
Haryana,District C,2022,Cotton,1055.5,1591.06,309.6,176.26,114.55,8.42,Clay,4.32,42.4
Haryana,District C,2023,Wheat,1040.8,5093.23,309.62,193.02,173.54,7.92,Clay,2.88,46.18
Haryana,District C,2023,Rice,1865.5,2970.33,299.49,289.64,152.25,7.74,Peaty,4.73,8.23
Haryana,District C,2023,Maize,1409.8,1966.79,434.36,253.64,116.05,5.92,Clay,1.08,23.55
Haryana,District C,2023,Sugarcane,706.6,4254.75,166.62,182.16,126.22,6.39,Clay,8.11,21.52
Haryana,District C,2023,Cotton,598.9,3893.21,124.85,241.64,149.46,8.15,Peaty,7.42,27.35
Haryana,District C,2024,Wheat,682.4,4002.26,230.79,160.62,136.45,6.98,Sandy,5.9,73.98
Haryana,District C,2024,Rice,1558.9,3903.85,371.56,268.39,97.81,6.74,Loamy,8.78,44.55
Haryana,District C,2024,Maize,1571.1,5404.01,117.25,193.49,173.63,6.69,Peaty,6.37,42.78
Haryana,District C,2024,Sugarcane,995.9,1906.43,325.06,169.76,38.82,7.34,Silty,2.54,31.11
Haryana,District C,2024,Cotton,981.0,4464.54,349.25,173.65,58.03,6.65,Silty,5.21,12.73
Himachal Pradesh,District A,2015,Wheat,1474.3,1828.73,251.28,227.51,23.6,7.21,Loamy,2.06,95.83
Himachal Pradesh,District A,2015,Rice,636.5,2539.66,118.63,226.28,173.05,6.8,Loamy,4.09,45.99
Himachal Pradesh,District A,2015,Maize,788.0,2511.94,208.62,162.31,137.51,8.07,Silty,2.65,37.88
Himachal Pradesh,District A,2015,Sugarcane,1841.6,1544.37,371.15,169.29,48.99,6.46,Clay,8.22,13.95
Himachal Pradesh,District A,2015,Cotton,1665.2,4316.31,263.66,113.51,174.75,7.6,Silty,2.65,68.01
Himachal Pradesh,District A,2016,Wheat,585.1,4037.12,184.25,287.21,80.4,6.48,Loamy,4.76,96.29
Himachal Pradesh,District A,2016,Rice,536.3,2878.55,366.48,272.71,66.15,8.29,Peaty,4.51,51.13
Himachal Pradesh,District A,2016,Maize,1893.6,5434.33,153.81,93.2,84.38,6.37,Silty,9.66,65.36
Himachal Pradesh,District A,2016,Sugarcane,1757.2,3863.41,183.33,181.17,119.91,7.73,Peaty,3.74,68.25
Himachal Pradesh,District A,2016,Cotton,1771.4,4621.28,472.84,229.32,157.63,6.0,Loamy,9.05,47.52
Himachal Pradesh,District A,2017,Wheat,1917.7,2465.06,129.66,272.86,172.58,8.48,Peaty,4.53,36.23
Himachal Pradesh,District A,2017,Rice,977.9,5526.37,298.69,200.0,52.55,7.12,Loamy,7.58,83.25
Himachal Pradesh,District A,2017,Maize,1572.2,4786.1,304.99,228.03,96.08,7.45,Loamy,3.21,70.46
Himachal Pradesh,District A,2017,Sugarcane,648.8,5589.99,186.01,101.15,52.67,5.54,Silty,8.88,61.42
Himachal Pradesh,District A,2017,Cotton,782.3,2783.75,290.37,288.59,64.52,7.69,Sandy,1.94,38.77
Himachal Pradesh,District A,2018,Wheat,839.1,5310.25,223.43,297.97,26.95,5.88,Clay,2.74,88.27
Himachal Pradesh,District A,2018,Rice,1714.2,5855.37,291.16,231.85,86.73,6.05,Loamy,1.45,26.37
Himachal Pradesh,District A,2018,Maize,597.5,3159.96,433.11,131.58,151.01,5.78,Loamy,6.0,28.72
Himachal Pradesh,District A,2018,Sugarcane,1910.3,4929.32,489.01,59.39,71.32,6.09,Loamy,7.11,23.11
Himachal Pradesh,District A,2018,Cotton,1263.5,5495.18,377.5,148.66,87.04,6.87,Sandy,6.71,36.42
Himachal Pradesh,District A,2019,Wheat,1778.5,4904.49,344.21,141.05,57.79,7.83,Clay,2.31,49.21
Himachal Pradesh,District A,2019,Rice,1090.9,4250.93,117.79,238.03,34.24,7.47,Silty,8.49,17.47
Himachal Pradesh,District A,2019,Maize,1273.2,2676.72,389.06,130.34,150.43,6.35,Sandy,6.82,18.27
Himachal Pradesh,District A,2019,Sugarcane,1625.8,3025.89,383.96,61.97,93.41,7.62,Peaty,3.27,26.05
Himachal Pradesh,District A,2019,Cotton,1468.7,2029.2,479.32,106.2,199.93,6.99,Peaty,4.9,20.23
Himachal Pradesh,District A,2020,Wheat,820.9,1526.12,220.38,237.23,162.95,6.11,Loamy,5.52,91.7
Himachal Pradesh,District A,2020,Rice,1560.1,4750.95,134.02,105.0,21.59,7.65,Peaty,8.08,33.89
Himachal Pradesh,District A,2020,Maize,1729.0,2088.14,169.35,135.22,93.53,6.55,Peaty,1.87,35.12
Himachal Pradesh,District A,2020,Sugarcane,1755.9,1800.59,476.94,296.58,35.94,6.37,Silty,3.71,53.94
Himachal Pradesh,District A,2020,Cotton,1664.9,2945.58,242.55,114.04,65.83,8.35,Clay,2.4,72.22
Himachal Pradesh,District A,2021,Wheat,1583.0,4499.12,153.89,152.0,39.22,7.95,Loamy,5.56,2.56
Himachal Pradesh,District A,2021,Rice,1887.1,5333.27,309.7,107.24,41.89,6.59,Peaty,5.94,79.67
Himachal Pradesh,District A,2021,Maize,565.6,4051.26,259.28,242.99,26.92,6.71,Loamy,5.7,55.0
Himachal Pradesh,District A,2021,Sugarcane,645.7,2095.49,370.8,218.76,196.24,7.64,Peaty,4.37,62.59
Himachal Pradesh,District A,2021,Cotton,1690.4,2762.66,322.72,227.18,44.2,7.94,Loamy,5.14,11.6
Himachal Pradesh,District A,2022,Wheat,1509.4,3446.01,426.71,99.07,56.91,7.44,Loamy,1.59,62.22
Himachal Pradesh,District A,2022,Rice,1377.8,2763.97,464.09,126.03,100.95,7.13,Silty,1.73,43.58
Himachal Pradesh,District A,2022,Maize,1333.8,3323.2,184.23,198.25,156.07,7.43,Sandy,8.37,7.99
Himachal Pradesh,District A,2022,Sugarcane,1783.2,1913.53,433.78,140.2,130.2,5.96,Sandy,5.45,13.2
Himachal Pradesh,District A,2022,Cotton,1933.7,5101.62,367.19,184.55,162.59,6.98,Silty,4.71,47.38
Himachal Pradesh,District A,2023,Wheat,1121.8,5289.75,192.0,51.43,137.24,6.11,Loamy,6.58,53.56
Himachal Pradesh,District A,2023,Rice,590.3,1866.7,357.21,166.28,194.78,7.54,Silty,5.33,41.44
Himachal Pradesh,District A,2023,Maize,660.1,5654.44,422.0,107.52,66.08,5.6,Clay,2.88,77.51
Himachal Pradesh,District A,2023,Sugarcane,1149.6,2364.19,461.77,99.53,24.65,5.56,Loamy,3.19,32.38
Himachal Pradesh,District A,2023,Cotton,1949.0,5602.98,479.67,256.44,83.3,8.22,Clay,10.0,17.15
Himachal Pradesh,District A,2024,Wheat,1657.3,2505.36,132.34,268.73,174.58,6.71,Loamy,4.67,83.1
Himachal Pradesh,District A,2024,Rice,1491.5,3276.54,397.67,274.26,186.71,6.64,Loamy,9.22,9.26
Himachal Pradesh,District A,2024,Maize,1582.5,2132.24,255.75,152.89,48.58,8.27,Loamy,5.03,93.75
Himachal Pradesh,District A,2024,Sugarcane,1605.0,3560.66,327.73,223.15,126.59,8.14,Peaty,4.6,68.99
Himachal Pradesh,District A,2024,Cotton,1859.1,2088.27,328.55,113.43,164.25,5.71,Sandy,2.57,59.64
Himachal Pradesh,District B,2015,Wheat,1753.5,4897.86,401.18,179.46,180.33,7.26,Sandy,2.24,59.12
Himachal Pradesh,District B,2015,Rice,972.2,1735.57,479.46,210.37,177.85,7.53,Sandy,1.83,24.07
Himachal Pradesh,District B,2015,Maize,1815.7,3278.64,286.52,265.16,113.93,6.08,Loamy,1.28,89.54
Himachal Pradesh,District B,2015,Sugarcane,575.8,4496.32,128.67,226.55,26.11,8.03,Sandy,1.84,70.68
Himachal Pradesh,District B,2015,Cotton,1233.9,2359.27,106.27,154.5,35.41,5.78,Silty,9.32,77.53
Himachal Pradesh,District B,2016,Wheat,1361.6,4630.38,469.73,228.1,86.31,7.64,Silty,5.41,77.27
Himachal Pradesh,District B,2016,Rice,752.6,4953.73,399.78,184.84,175.85,5.9,Loamy,4.12,59.94
Himachal Pradesh,District B,2016,Maize,1905.7,2251.69,387.06,238.74,36.02,8.08,Peaty,6.86,22.14
Himachal Pradesh,District B,2016,Sugarcane,622.8,2853.63,189.79,188.01,84.33,8.4,Loamy,1.41,30.02
Himachal Pradesh,District B,2016,Cotton,1296.7,3337.0,209.54,82.83,167.45,8.49,Peaty,4.98,50.64
Himachal Pradesh,District B,2017,Wheat,1071.3,3479.88,288.09,242.36,38.94,7.81,Sandy,9.58,79.46
Himachal Pradesh,District B,2017,Rice,560.0,2995.39,288.22,128.63,146.03,7.98,Clay,9.9,27.25
Himachal Pradesh,District B,2017,Maize,1812.5,4949.8,244.87,233.53,38.73,7.87,Clay,1.22,89.78
Himachal Pradesh,District B,2017,Sugarcane,1279.2,3600.65,444.29,288.27,96.22,6.02,Silty,4.63,93.55
Himachal Pradesh,District B,2017,Cotton,1924.8,2016.73,482.62,142.07,136.33,5.6,Clay,7.5,83.55
Himachal Pradesh,District B,2018,Wheat,1098.7,3515.74,440.51,243.91,71.87,6.47,Silty,5.02,25.6
Himachal Pradesh,District B,2018,Rice,1491.0,3140.44,414.44,80.39,40.95,6.11,Peaty,6.58,14.74
Himachal Pradesh,District B,2018,Maize,739.9,1564.03,412.84,253.07,49.16,7.72,Loamy,3.16,62.14
Himachal Pradesh,District B,2018,Sugarcane,767.7,4905.98,119.05,289.78,32.94,7.24,Silty,1.11,49.85
Himachal Pradesh,District B,2018,Cotton,1025.0,4111.49,190.18,66.22,132.67,6.75,Sandy,7.46,94.36
Himachal Pradesh,District B,2019,Wheat,1540.2,5731.81,321.81,200.05,195.85,7.43,Clay,2.79,63.38
Himachal Pradesh,District B,2019,Rice,1353.6,3221.65,230.33,109.4,116.38,8.26,Sandy,7.7,83.44
Himachal Pradesh,District B,2019,Maize,1027.5,1782.94,349.02,97.17,122.43,7.72,Peaty,5.39,94.11
Himachal Pradesh,District B,2019,Sugarcane,840.7,3253.32,342.58,238.83,182.3,8.25,Clay,3.3,11.99
Himachal Pradesh,District B,2019,Cotton,1867.3,5990.83,172.24,59.61,69.51,8.0,Peaty,3.24,43.22
Himachal Pradesh,District B,2020,Wheat,1501.9,3432.38,276.52,66.41,92.26,7.79,Silty,4.72,42.36
Himachal Pradesh,District B,2020,Rice,1553.9,5742.47,206.82,160.04,163.28,7.33,Peaty,6.65,18.67
Himachal Pradesh,District B,2020,Maize,1265.3,3880.96,450.48,165.62,70.3,6.19,Peaty,6.29,34.34
Himachal Pradesh,District B,2020,Sugarcane,1502.5,2526.8,226.95,290.69,82.65,6.54,Sandy,9.74,98.31
Himachal Pradesh,District B,2020,Cotton,1369.5,1504.89,460.26,192.56,85.88,7.99,Peaty,1.31,82.11
Himachal Pradesh,District B,2021,Wheat,1318.8,3021.65,200.36,198.45,57.45,6.47,Peaty,9.39,26.45
Himachal Pradesh,District B,2021,Rice,724.8,1904.85,325.35,78.44,44.98,6.4,Clay,6.44,81.67
Himachal Pradesh,District B,2021,Maize,1642.0,2681.18,198.12,291.45,21.48,8.14,Loamy,1.48,61.51
Himachal Pradesh,District B,2021,Sugarcane,571.1,4257.25,190.23,276.16,105.52,6.17,Loamy,1.38,1.12
Himachal Pradesh,District B,2021,Cotton,1187.1,2093.26,365.74,103.51,97.91,6.09,Loamy,7.52,64.51
Himachal Pradesh,District B,2022,Wheat,923.5,2830.2,478.0,296.92,105.22,7.91,Peaty,5.18,95.16
Himachal Pradesh,District B,2022,Rice,1917.3,5008.24,340.84,163.74,84.11,8.34,Loamy,8.75,1.32
Himachal Pradesh,District B,2022,Maize,1526.7,1585.94,382.75,208.91,46.7,7.8,Clay,3.36,68.89
Himachal Pradesh,District B,2022,Sugarcane,1885.5,3029.22,301.16,165.78,48.37,7.27,Clay,4.63,39.85
Himachal Pradesh,District B,2022,Cotton,754.8,3223.8,448.65,140.78,191.29,8.34,Sandy,2.6,86.27
Himachal Pradesh,District B,2023,Wheat,1089.1,1519.68,209.55,199.41,163.87,5.9,Clay,9.3,75.11
Himachal Pradesh,District B,2023,Rice,1384.7,4961.34,271.54,239.61,86.92,6.23,Sandy,6.02,25.39
Himachal Pradesh,District B,2023,Maize,708.6,2485.41,331.11,66.28,98.16,5.91,Silty,5.05,74.43
Himachal Pradesh,District B,2023,Sugarcane,1200.5,2525.1,179.74,156.36,155.99,7.32,Clay,7.52,34.98
Himachal Pradesh,District B,2023,Cotton,970.0,4191.63,274.5,295.21,84.13,7.34,Loamy,6.87,61.21
Himachal Pradesh,District B,2024,Wheat,1681.8,2642.48,405.45,222.0,78.11,7.14,Sandy,9.73,42.46
Himachal Pradesh,District B,2024,Rice,1752.2,1740.07,439.03,207.38,107.97,8.17,Sandy,4.59,11.96
Himachal Pradesh,District B,2024,Maize,1125.1,1827.43,139.51,153.98,74.97,8.28,Clay,6.35,29.09
Himachal Pradesh,District B,2024,Sugarcane,899.7,4931.41,202.73,161.57,145.06,5.74,Sandy,6.3,68.42
Himachal Pradesh,District B,2024,Cotton,1054.9,3520.41,231.99,252.04,43.51,8.39,Sandy,5.57,49.58
Himachal Pradesh,District C,2015,Wheat,1895.6,5504.85,414.32,124.06,118.1,6.17,Clay,6.7,55.42
Himachal Pradesh,District C,2015,Rice,1558.0,3378.64,403.23,148.31,168.75,6.3,Sandy,4.6,98.6
Himachal Pradesh,District C,2015,Maize,651.0,3406.62,222.86,276.27,176.48,6.21,Silty,3.87,39.25
Himachal Pradesh,District C,2015,Sugarcane,919.0,5691.35,373.33,115.62,136.11,8.05,Clay,1.53,21.55
Himachal Pradesh,District C,2015,Cotton,1997.8,3448.84,381.19,95.67,129.78,7.68,Peaty,8.46,60.34
Himachal Pradesh,District C,2016,Wheat,1083.7,4009.39,330.7,91.38,92.49,6.53,Loamy,6.16,94.32
Himachal Pradesh,District C,2016,Rice,1584.4,4602.63,487.26,249.72,44.59,6.54,Peaty,5.41,11.16
Himachal Pradesh,District C,2016,Maize,1187.9,4636.47,499.02,130.98,112.54,8.14,Loamy,8.95,16.04
Himachal Pradesh,District C,2016,Sugarcane,1009.4,3008.5,116.82,199.56,173.87,6.64,Silty,2.57,37.82
Himachal Pradesh,District C,2016,Cotton,1705.9,5099.96,474.32,150.81,147.57,7.02,Loamy,7.41,36.79
Himachal Pradesh,District C,2017,Wheat,1005.0,2635.99,330.61,290.96,56.01,5.79,Peaty,2.13,39.3
Himachal Pradesh,District C,2017,Rice,1777.2,5578.14,302.55,198.53,147.47,8.0,Silty,1.92,7.31
Himachal Pradesh,District C,2017,Maize,1193.4,2857.18,345.12,60.75,41.92,8.1,Sandy,8.31,67.91
Himachal Pradesh,District C,2017,Sugarcane,1410.4,4041.66,444.37,255.41,42.01,8.05,Sandy,4.04,12.28
Himachal Pradesh,District C,2017,Cotton,627.0,1709.23,144.38,135.93,126.9,6.06,Peaty,8.28,52.05
Himachal Pradesh,District C,2018,Wheat,1586.3,3148.48,114.71,276.08,43.0,8.34,Silty,3.75,49.55
Himachal Pradesh,District C,2018,Rice,1252.4,1604.79,242.18,234.97,111.81,6.23,Peaty,8.06,67.87
Himachal Pradesh,District C,2018,Maize,1209.2,5548.92,234.46,123.58,177.1,7.89,Loamy,2.36,70.07
Himachal Pradesh,District C,2018,Sugarcane,886.5,5652.04,151.7,129.58,29.86,7.61,Silty,8.1,35.14
Himachal Pradesh,District C,2018,Cotton,750.7,1650.27,254.29,275.89,63.02,6.12,Sandy,4.26,21.75
Himachal Pradesh,District C,2019,Wheat,1893.2,2881.5,259.36,224.89,72.8,7.96,Sandy,1.59,4.99
Himachal Pradesh,District C,2019,Rice,673.3,1821.15,404.22,171.39,81.72,6.76,Loamy,3.53,7.76
Himachal Pradesh,District C,2019,Maize,717.6,4646.3,109.0,264.11,144.99,7.8,Loamy,4.61,98.62
Himachal Pradesh,District C,2019,Sugarcane,1731.7,3457.41,390.92,117.39,38.03,6.56,Silty,7.11,28.62
Himachal Pradesh,District C,2019,Cotton,878.2,3215.7,300.38,287.79,157.18,6.79,Peaty,9.55,99.88
Himachal Pradesh,District C,2020,Wheat,1057.8,2844.61,443.34,299.65,133.34,7.89,Peaty,1.39,30.54
Himachal Pradesh,District C,2020,Rice,1543.7,5780.0,130.81,57.12,179.15,7.74,Sandy,9.15,3.69
Himachal Pradesh,District C,2020,Maize,829.7,2893.06,346.75,183.53,59.29,5.99,Loamy,2.79,74.86
Himachal Pradesh,District C,2020,Sugarcane,923.3,5158.07,147.36,239.02,37.66,6.84,Loamy,3.52,57.07
Himachal Pradesh,District C,2020,Cotton,1658.2,5676.04,204.45,133.71,103.57,8.28,Clay,9.73,55.17
Himachal Pradesh,District C,2021,Wheat,1202.2,5930.1,322.78,215.28,79.9,6.65,Silty,9.97,37.52
Himachal Pradesh,District C,2021,Rice,1398.5,5353.2,146.98,222.39,93.59,6.12,Sandy,6.87,13.47
Himachal Pradesh,District C,2021,Maize,1277.9,4956.33,165.72,238.31,156.94,5.68,Silty,6.12,41.05
Himachal Pradesh,District C,2021,Sugarcane,788.8,4853.1,150.82,75.97,147.83,6.13,Peaty,7.29,90.42
Himachal Pradesh,District C,2021,Cotton,1707.9,2735.03,451.57,258.35,187.24,6.88,Silty,4.94,30.75
Himachal Pradesh,District C,2022,Wheat,1977.4,5163.23,165.86,51.4,27.7,6.23,Sandy,5.8,85.8
Himachal Pradesh,District C,2022,Rice,1605.1,2470.24,259.72,176.97,165.84,8.02,Loamy,5.58,69.43
Himachal Pradesh,District C,2022,Maize,667.7,4043.8,199.48,157.93,134.13,6.27,Silty,9.04,95.59
Himachal Pradesh,District C,2022,Sugarcane,1271.5,5093.23,485.8,87.81,23.29,8.11,Peaty,1.38,16.01
Himachal Pradesh,District C,2022,Cotton,1076.2,2486.7,222.1,293.82,146.79,7.64,Peaty,8.84,87.01
Himachal Pradesh,District C,2023,Wheat,1368.4,3434.35,356.63,254.55,21.02,8.48,Clay,5.23,87.2
Himachal Pradesh,District C,2023,Rice,837.6,3645.58,153.03,148.77,51.88,6.59,Peaty,9.95,11.48
Himachal Pradesh,District C,2023,Maize,1589.0,1732.85,112.08,76.33,193.79,8.32,Silty,2.46,24.05
Himachal Pradesh,District C,2023,Sugarcane,1273.3,4063.67,188.64,239.16,75.72,8.27,Clay,4.93,78.99
Himachal Pradesh,District C,2023,Cotton,1726.9,2807.17,235.89,283.99,49.65,5.63,Loamy,8.08,46.18
Himachal Pradesh,District C,2024,Wheat,1998.6,5275.91,395.88,267.68,134.13,8.03,Peaty,2.55,1.23
Himachal Pradesh,District C,2024,Rice,1390.5,5490.3,368.27,295.51,31.35,8.21,Clay,9.73,92.47
Himachal Pradesh,District C,2024,Maize,1902.9,3142.52,312.76,288.53,182.42,7.87,Silty,8.14,27.3
Himachal Pradesh,District C,2024,Sugarcane,1439.7,5225.7,382.98,169.87,125.23,8.47,Clay,1.73,2.08
Himachal Pradesh,District C,2024,Cotton,1443.1,4333.53,494.77,149.51,79.74,7.37,Sandy,3.17,15.46
Jharkhand,District A,2015,Wheat,1829.7,2737.36,155.38,79.94,146.0,5.52,Silty,1.0,71.82
Jharkhand,District A,2015,Rice,666.6,2597.28,219.15,190.09,91.63,7.52,Clay,2.12,49.92
Jharkhand,District A,2015,Maize,1005.4,2831.16,126.81,273.93,144.53,5.86,Clay,9.77,68.12
Jharkhand,District A,2015,Sugarcane,1126.2,4657.79,402.53,244.99,106.02,6.79,Silty,8.71,72.19
Jharkhand,District A,2015,Cotton,1825.8,4270.99,152.13,78.7,28.64,7.2,Loamy,7.61,68.62
Jharkhand,District A,2016,Wheat,977.2,2295.61,140.96,234.33,101.08,6.47,Loamy,7.21,56.56
Jharkhand,District A,2016,Rice,616.2,2231.83,255.22,96.4,162.6,6.75,Loamy,5.36,9.08
Jharkhand,District A,2016,Maize,693.4,2578.24,443.81,281.15,168.73,6.5,Peaty,3.95,13.61
Jharkhand,District A,2016,Sugarcane,734.6,4577.48,107.89,79.39,171.99,8.03,Peaty,1.79,70.5
Jharkhand,District A,2016,Cotton,1040.2,1704.59,163.13,84.3,126.04,8.19,Peaty,5.08,87.78
Jharkhand,District A,2017,Wheat,650.0,2659.83,400.72,73.75,77.74,6.66,Silty,8.57,43.11
Jharkhand,District A,2017,Rice,1102.0,1627.46,378.11,251.88,139.44,5.95,Silty,6.16,40.15
Jharkhand,District A,2017,Maize,1143.6,5855.1,389.57,152.95,23.44,5.6,Clay,2.4,96.0
Jharkhand,District A,2017,Sugarcane,556.7,5899.35,101.86,268.42,75.32,8.32,Sandy,5.87,89.23
Jharkhand,District A,2017,Cotton,1520.0,4739.95,133.99,76.63,42.92,8.21,Silty,5.04,97.92
Jharkhand,District A,2018,Wheat,1939.8,2981.12,454.37,261.9,57.92,7.37,Clay,9.19,91.56
Jharkhand,District A,2018,Rice,993.5,4674.45,370.3,251.64,73.37,7.03,Silty,1.24,37.67
Jharkhand,District A,2018,Maize,1543.8,2636.68,483.08,57.54,192.46,6.15,Clay,3.14,85.11
Jharkhand,District A,2018,Sugarcane,1335.8,2430.78,349.4,139.43,171.99,6.86,Clay,6.49,73.07
Jharkhand,District A,2018,Cotton,1990.1,4554.52,192.74,77.05,135.37,7.07,Loamy,7.54,50.97
Jharkhand,District A,2019,Wheat,1105.4,3319.69,190.52,54.33,123.48,6.14,Clay,6.21,64.68
Jharkhand,District A,2019,Rice,1895.8,3427.54,232.56,294.31,175.42,6.47,Loamy,1.61,41.79
Jharkhand,District A,2019,Maize,868.8,3645.2,468.19,231.0,139.15,6.82,Peaty,7.88,58.09
Jharkhand,District A,2019,Sugarcane,1438.4,1732.74,184.42,68.58,72.0,7.38,Peaty,4.96,25.26
Jharkhand,District A,2019,Cotton,1618.2,4353.86,409.01,131.17,153.29,8.09,Peaty,2.59,87.3
Jharkhand,District A,2020,Wheat,1614.1,4467.3,262.75,115.49,196.3,7.89,Clay,7.18,28.93
Jharkhand,District A,2020,Rice,1774.5,3469.27,487.29,288.54,159.19,8.3,Sandy,3.13,34.54
Jharkhand,District A,2020,Maize,1629.4,3410.53,434.93,269.41,73.95,7.97,Sandy,9.77,32.75
Jharkhand,District A,2020,Sugarcane,1884.7,2712.11,495.63,217.57,103.43,7.34,Silty,3.86,23.22
Jharkhand,District A,2020,Cotton,1818.1,5260.84,191.9,58.9,164.82,7.35,Sandy,6.41,96.09
Jharkhand,District A,2021,Wheat,1505.3,2288.29,289.51,212.12,25.09,5.54,Sandy,7.63,69.02
Jharkhand,District A,2021,Rice,1135.0,5654.77,129.17,250.81,58.74,6.47,Loamy,1.7,39.17
Jharkhand,District A,2021,Maize,731.0,3195.69,351.27,186.81,61.61,6.53,Peaty,4.39,0.14
Jharkhand,District A,2021,Sugarcane,1169.9,2745.24,141.74,68.79,82.56,7.34,Sandy,6.98,68.11
Jharkhand,District A,2021,Cotton,557.0,4224.88,293.91,76.44,70.03,8.17,Clay,6.43,43.74
Jharkhand,District A,2022,Wheat,1734.6,5657.22,355.66,255.2,30.62,8.22,Sandy,3.1,94.13
Jharkhand,District A,2022,Rice,1383.2,2900.37,279.87,251.42,49.09,6.38,Loamy,9.73,50.26
Jharkhand,District A,2022,Maize,763.4,4463.8,490.18,268.04,175.13,8.3,Clay,3.09,61.69
Jharkhand,District A,2022,Sugarcane,1263.5,5962.19,493.29,208.76,99.72,6.97,Loamy,1.91,32.84
Jharkhand,District A,2022,Cotton,612.9,1830.12,178.34,171.31,161.26,6.96,Silty,1.74,55.03
Jharkhand,District A,2023,Wheat,906.9,4267.2,490.88,77.83,58.18,6.92,Silty,6.45,61.91
Jharkhand,District A,2023,Rice,1294.4,4930.28,115.66,283.99,37.11,7.52,Sandy,1.82,11.34
Jharkhand,District A,2023,Maize,549.8,1970.28,183.77,292.52,140.21,7.84,Peaty,5.82,79.75
Jharkhand,District A,2023,Sugarcane,1393.7,2915.46,324.44,183.38,168.22,8.45,Peaty,3.18,43.68
Jharkhand,District A,2023,Cotton,1610.7,3509.15,127.4,92.15,162.43,7.45,Loamy,1.7,93.0
Jharkhand,District A,2024,Wheat,1560.7,2983.7,256.3,235.2,128.26,7.51,Clay,2.94,72.86
Jharkhand,District A,2024,Rice,1468.6,5935.85,185.56,199.47,160.43,6.52,Clay,8.99,40.42
Jharkhand,District A,2024,Maize,1437.1,5501.57,183.93,295.47,146.35,6.99,Clay,1.86,38.29
Jharkhand,District A,2024,Sugarcane,1916.3,4152.77,237.8,206.42,183.87,6.32,Silty,3.95,42.29
Jharkhand,District A,2024,Cotton,1504.2,1577.18,428.06,269.95,174.3,6.63,Peaty,4.78,18.82
Jharkhand,District B,2015,Wheat,512.5,5865.26,272.68,292.34,45.26,7.26,Silty,3.45,57.83
Jharkhand,District B,2015,Rice,1550.9,4445.84,119.62,75.9,43.15,5.77,Sandy,4.08,10.56
Jharkhand,District B,2015,Maize,782.5,3752.23,417.29,87.54,138.75,6.47,Clay,9.51,86.47
